id,title,description,price,area_m2,price_per_m2,region,district,ward,street,lat,lng,property_type,category,post_time,images,crawl_timestamp,source
44975622,"BÁN NHÀ SIÊU PHẨM XÂY MỚI GIẢNG VÕ, 36m2, 5 TẦNG LÔ GÓC 3 THOÁNG, Ô TÔ Đỗ CỬA. 15.5 Tỷ","Thông tin mô tả
SIÊU PHẨM XÂY MỚI FULL NỘI THẤT-TRUNG TÂM ĐỐNG ĐA - KINH DOANH - Ô TÔ ĐỖ CỬA - VỊ TRÍ ĐẮC ĐỊA, TIỀM NĂNG - PHÂN KHÚC HIẾM HÓT
NHÀ XÂY MỚI CÓ ĐẦY ĐỦ GIẤY PHÉP XÂY DỰNG, PCCC
+ Mô tả:
Vị trí siêu đẹp ngay ngã 5 Giảng Võ - cát linh- hào Nam - Cách 1 Nhà ra mặt phố + 3 mặt thoáng sáng, phòng nào cũng có cửa sổ đón ánh sáng tự nhiên
-Thiết kế 5 tầng 1 tum.
+ Tầng 1 : phòng khách + gác lửng + wc
+ Tầng 2,3,4,mỗi tầng 1 phòng khép kín
+ Tầng 5 phòng bếp + phòng thờ
+ Sổ đỏ chính chủ nở hậu nhẹ ,giao dịch ngay.
Liên hệ em Mỳ xem nhà miễn phí.
Call/zalo: 0939 739 ***",15500000000,36.0,430555555.5555556,Hà Nội,Đống Đa,Nhà riêng tại phố Giảng Võ,Phường Cát Linh,21.0256416270302,105.82336479872,,1020,1767718800000,7,1768876857757,batdongsan.com.vn
45046578,HÀNG HIẾM BA ĐÌNH PHỐ ĐỘI CẤN MẶT NGÕ KD Ô TÔ ĐỖ CỬA 3 BƯỚC RA PHỐ 30m2 x Mt 4.3. Chỉ 11.5 Tỷ,"Thông tin mô tả
HÀNG HIẾM BA ĐÌNH PHỐ ĐỘI CẤN MẶT NGÕ KD Ô TÔ ĐỖ CỬA 3 BƯỚC RA PHỐ 30m² x Mt 4.3. Chỉ 11.5 Tỷ

Vị trí nhà đẹp siêu gần mặt phố to, ngõ rộng, giao thông thuận tiện.
Nhà xây mới 6 tầng
T1: PK + bếp
T25: Mỗi tầng 1PN lớn + WC khép kín
T6: Phòng thờ sân phơi máy giặt riêng
Full nội thất xách vali về ở.

Sổ đỏ chính chủ Giao dịch ngay
Liên hệ e Mỳ xem nhà miễn phí
Call/zalo: 0939 739 ***",11500000000,30.0,383333333.3333333,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,Phường Đội Cấn,21.0349604674899,105.825373206563,,1020,1768496400000,5,1768876862620,batdongsan.com.vn
43002954,Mở bán - Chung cư L4 Tôn Đức Thắng - Khâm Thiên - Đống Đa. Sổ đỏ,"Thông tin mô tả
Chung cư L4 Tôn Đức Thắng - Khâm Thiên - Đống Đa.

Hệ thống phòng cháy chữa cháy hiện đại.

Thang thoát hiểm, lối thoát nạn đầy đủ.

Liên hệ Trường chủ đầu tư để mua giá gốc 0971 846 ***. Lưu ý miễn môi giới trung gian).

Khách hàng mua căn hộ ký hợp đồng trực tiếp với chủ đầu tư, nhận nhà về ở ngay, thiết kế hiện đại sáng thoáng đẹp.

Giá bán từ: 727tr - 800tr - 894tr - 955tr - 989tr - 1 tỷ - hơn 1 tỷ.

Diện tích: 37m² - 46m² - 51m² - 53m² - 56m².

Khách hàng không mất thêm bất kỳ chi phí nào khác. Pháp lý đầy đủ và đảm bảo theo quy định của pháp luật.

Sổ hồng sở hữu vĩnh viễn.

Liên hệ trực tiếp Trường chủ đầu tư xây dựng để mua nhà giá gốc 0971 846 ***.

Add zalo để nhận video căn hộ. (Lưu ý miễn môi giới trung gian).",1000000000,45.0,22222222.222222224,Hà Nội,Đống Đa,"Chung cư mini, căn hộ dịch vụ tại phố Tôn Đức Thắng",Phường Khâm Thiên,21.0267263442637,105.833650601639,,1010,1768755600000,6,1768876870541,batdongsan.com.vn
45046698,"VIP! BUILDING MẶT PHỐ ĐẠI LA, HAI BÀ TRƯNG _ VỈA HÈ _ TÒA 9 TẦNG _ THANG MÁY 264m2. Giá 165 Tỷ","Thông tin mô tả
VIP! BUILDING MẶT PHỐ ĐẠI LA, HAI BÀ TRƯNG _ VỈA HÈ _ TÒA 9 TẦNG _ THANG MÁY 264m². Giá 165 Tỷ

Thiết kế:
_ Tầng hầm: Để được 4 ô tô + nhiều xe máy
_ Tầng 1 _ tầng 5: Thông sàn kinh doanh
_ Tầng 6: Thiết kế căn hộ gia đình ở gồm PK rộng+ 2PN+ 1 PN giúp việc+ ban công.
_ Tầng 7: 2PN + Phòng bếp+ Phòng sinh hoạt chung + ban công
_ Tầng tum : Phòng thờ + Phòng khách+ Phòng bếp
_ Tầng mái
Pháp lý: sổ đỏ chính chủ, sẵn sàng sang tên
Liên hệ call/zalo: 0939 739 *** e Mỳ",165000000000,264.0,625000000.0,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Đại La,Phường Trương Định,20.9962166515577,105.845937045852,,1020,1768582800000,6,1768876899393,batdongsan.com.vn
44799398,"Bán CCMN mới đẹp, sổ hồng từng căn, mặt phố, view hồ - Khương Thượng, Đống Đa","Thông tin mô tả
Sang nhượng CCMN mới siêu đẹp có sổ phôi từng căn. Mặt phố view hồ ô tô đỗ.

Khu vực Khương Thượng, Đống Đa trung tâm sầm uất full tiện ích cho gia đình.

DT 50m² 2ngủ 1khách 1wc 1ban công thoáng. Tầng trung 5/8.

Mặt ngõ ô tô đỗ, mặt hồ điều hoà, chợ dân sinh. Bảo vệ thang máy đầy đủ. An toàn PCCC.

Gần đh Y HN, Bách Khoa, XD, Bv Bạch Mai.

Mỗi nhà có 1 sổ hồng có tên tất cả các hộ. Mua bán nhanh gọn.

Giá tốt 2, xx tỷ có TL thiện chí cho gia đình.

Lh sớm 0968 415 *** lấy VD và xem nhà 24/24.",2480000000,50.0,49600000.0,Hà Nội,Đống Đa,"Chung cư mini, căn hộ dịch vụ tại phố Khương Thượng",Phường Khương Thượng,21.0044511247977,105.825073104308,,1010,1768755600000,11,1768876903920,batdongsan.com.vn
44998530,"Nhà đẹp ở ngay phố Khương Đình - Thanh Xuân. 6 tầng thang máy, diện tích sử dụng 50m2. Giá 14.8 Tỷ","Thông tin mô tả
Nhà đẹp ở ngay phố Khương Đình - Thanh Xuân. Xây dựng 6 tầng thang máy, diện tích sử dụng 50m². Giá thiện chí 14.8 tỷ.

Xây dựng 6 tầng, mỗi tầng 1 PN master + PK + Phòng bếp thiết kế thông minh, sang trọng.

Khu dân trí cao, an ninh tốt
Vị trí sát dự án lớn giá trị tăng trưởng rõ ràng theo thời gian.

Sổ đỏ vuông vắn như bao diêm,
không lỗi phong thuỷ.
Liên hệ e Mỳ xem nhà miễn phí
Call/zalo: 0939 739 *** e Mỳ",14800000000,50.0,296000000.0,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Đình,Phường Hạ Đình,20.9920667346302,105.813569755718,,1020,1767978000000,7,1768876907342,batdongsan.com.vn
45042950,Phố Hoa Lâm - 10m ra MP - ô tô vào nhà - 80m2 - MT 6.1m - nhà 3 tầng dân xây - giá đầu tư - 14.5 tỷ,"Thông tin mô tả
Nhà đẹp - giá đầu tư - nhanh mới kịp.

Phố Hoa Lâm - khu vip Long Biên - cách phố cổ 4km - 15m ra phố - ô tô vào nhà - DT 80m² - MT 6.1m - nhà 3 tầng dân xây - lên tầng thoải mái.

Sổ vuông đẹp - Giao dịch ngay.

Giá đầu tư: Chỉ 14.5 tỷ có thương lượng.

LH em Huy để xem nhà ơi.",14500000000,80.0,181250000.0,Hà Nội,Long Biên,Nhà riêng tại đường Hoa Lâm,Phường Bồ Đề,21.0566069495133,105.895846256256,,1020,1768496400000,4,1768876910788,batdongsan.com.vn
45001549,CCMN 9 TẦNG THANG MÁY - Phố Tam Khương - VẬN HÀNH ỔN ĐỊNH - DÒNG TIỀN 1.6Ty/năm (~135tr/tháng),"Thông tin mô tả
CCMN 9 TẦNG THANG MÁY - GPXD ĐẦY ĐỦ - ĐÃ LẤP ĐẦY CÁC PHÒNG - VẬN HÀNH ỔN ĐỊNH - DÒNG TIỀN ~1.6 tỷ/ năm (~135tr/tháng)
Diện tích 116m² x 9 tầng full thang máy, mặt tiền 6.2m
Nhà dân xây, đầy đủ nội thất các phòng và full công năng. Chủ xây khung cột chắc chắn, GPXD + PCCC đầy đủ và rất cẩn thận cho phương án PCCC.
Thiết kế: thang máy full 9 tầng.
24 phòng cho thuê, đã full nội thất.
Tầng 1: để xe + phòng
Tầng 2 đến tầng 8: mỗi tầng 3 phòng
Tầng 9: có 2 phòng.
Sổ đỏ sẵn sàng giao dịch.
Liên hệ xem nhà zalo/call: 0939 739 *** e Mỳ",33500000000,116.0,288793103.44827586,Hà Nội,Đống Đa,Nhà riêng tại đường Tam Khương,Phường Khương Thượng,21.0041522301843,105.828181625099,,1020,1767978000000,3,1768876913953,batdongsan.com.vn
45058110,"Dòng Tiền 250 triệu/tháng - 166 m2 - 10 tầng 38 phòng, luôn kín phòng. * Trung Tâm Cầu Giấy","Thông tin mô tả
Dòng Tiền 250 triệu/tháng - 166 m² - 10 tầng 38 phòng, luôn kín phòng.
* Nguyễn Khánh Toàn, trung tâm Cầu Giấy.
* Ô tô tránh, đỗ cửa, giá bán 60 tỷ.
* Dòng tiền khủng 3 tỷ/năm, toà nhà giá hợp lý.
* Sổ đỏ pháp lý chuẩn, sang tên ngay.
Lh/zalo 0928 900 *** eMaiCung.",60000000000,166.0,361445783.1325301,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,Phường Quan Hoa,21.0378335175947,105.800628905163,,1020,1768755600000,5,1768876917211,batdongsan.com.vn
45057591,Láng Hạ. Siêu phẩm liền kề đẳng cấp thượng lưu tuyệt đẹp siêu hiếm vị trí trung tâm Ba Đình. Giá rẻ,"Thông tin mô tả
Láng Hạ The Hertare. 91m². MT 5.2m. Giá 57 tỷ Ba Đình.

Mô tả:

The Heritage Láng Hạ tinh hoa sống giữa trung tâm Ba Đình - tổng dự án có duy nhất 25 căn shophouse tuyệt đẹp đẳng cấp thượng lưu.

Quy mô dự án:
Diện tích: 4.096m².
Sản phẩm: 25 căn liền kề 5 - 6 tầng.
Mật độ xây dựng: 78,6 %.
Chủ đầu tư: UPDI.
Đơn vị thiết kế: VNECCO.
Hình thức sở hữu: Lâu dài.

Thiết kế Không gian sống.
Phong cách Á Âu sang trọng.
Cửa kính lớn đón sáng tối đa.
Ban công rộng không gian xanh.
Vật liệu & nội thất cao cấp.
Tối ưu phong thủy thông thoáng tự nhiên.

Tiện ích nội khu.
Gym hiện đại.
Sauna thư giãn.
Yoga.
Khu vui chơi trẻ em.
Không gian xanh nội khu.
Tầng mái view panorama.

Liên kết vùng đắt giá.
Gần Giảng Võ Ngọc Khánh Nguyễn Chí Thanh.
Cận metro Cát Linh.
Lotte TTTM lớn chỉ vài phút.
Hệ thống bệnh viện trường học quốc tế.
Gần công viên Thủ Lệ.

Pháp lý chuẩn mực.

LH: 0988 361 ***.",57000000000,91.0,626373626.3736264,Hà Nội,Ba Đình,"Nhà biệt thự, liền kề tại The Heritage Láng Hạ",Phố Láng Hạ,21.022697707562383,105.81954644413234,,1020,1768755600000,5,1768876920816,batdongsan.com.vn
45058109,NHÀ CẤP BỐN MẶT ĐƯỜNG KHUYẾN LƯƠNG 60M2-12 TỶ- KINH DOANH- Ô TÔ TRÁNH,"Thông tin mô tả
Nhà mặt ngõ chính Khuyến Lương, Trần Phú, Hoàng Mai. Ngõ rộng thênh thang như phố, ô tô tránh, khu vực kinh doanh sầm uất, đa dạng loại hình.
Diện tích: 58m² sổ đỏ (thực tế ~60m²)
Mặt tiền: 4m vuông vắn, thông số đẹp
Vị trí: Đối diện đại đô thị Gamuda Gardens, gần trường Tiểu học Trần Phú, gần chợ dân sinh, Công an phường, tiện ích đầy đủ
Hiện trạng: Nhà cấp 4, lý tưởng xây mới tòa văn phòng, kinh doanh hoặc nhà ở cao cấp
Pháp lý: Sổ đỏ cất két, sẵn sàng giao dịch.

Giá tốt cho khách thiện chí.
Liên hệ Ms Hoàn: 0338 523 *** xem nhà trực tiếp.",12000000000,60.0,200000000.0,Hà Nội,Hoàng Mai,Nhà riêng tại đường Khuyến Lương,Phường Trần Phú,20.9712846768021,105.884301096345,,1020,1768755600000,7,1768876925944,batdongsan.com.vn
45014934,"Bán nhà Khuyến Lương, 45m2x6T thang máy - sát Gamuda - Ô tô đỗ cửa - Nội thất xịn, 9.5 tỷ","Thông tin mô tả
chính chủ gửi bán nhà Khuyến Lương, hàng xóm Gamuda xây tâm huyết để ở.
Gia đình chú chủ nhà xây cho con trai nhưng nay em đi du học Pháp nên quyết định nhượng lại căn nhà tâm huyết tại Khuyến Lương, Hoàng Mai. Nhà đang hoàn thiện 96%, chỉ 2 tuần nữa là xách vali về ở đón Tết.
- Thông số vàng: Diện tích sổ đỏ 40m² (Thực tế sử dụng 45m²), xây 6 tầng thang máy xịn sò. Mặt tiền bề thế, sổ vuông đẹp nở hậu.
+ Thiết kế hiện đại:
- T1: Gara để xe, phòng khách, WC.
- T2: Không gian bếp ấm cúng, đẳng cấp.
- T3,4,5: Mỗi tầng 1 phòng Master siêu rộng, thoáng sáng.
- T6: Phòng thờ, sân phơi view thoáng.
1. Vị trí & Kết nối:
- Hưởng trọn tiện ích 5 sao từ Gamuda Gardens: Công viên, trường quốc tế SIS, Tiểu Học, Trung Học Cơ Sở Chất Lượng Cao Hoàng Mai, Clubhouse ngay cạnh nhà.
- Kết nối thuận tiện ra Vành Đai 3, cầu Thanh Trì đi các tỉnh phía Đông/Nam.
- Lưu ý: Đường Tam Trinh, Lĩnh Nam giờ cao điểm hơi đông, lối vào Khuyến Lương hơi lắt léo nhưng bù lại ô tô lùi cửa, cực yên tĩnh.
2. Giá trị sử dụng & Tiềm năng:
- Ưu điểm: Nhà xây để ở nên cực chắc chắn, nội thất ""hàng hiệu"". Vùng đệm sát Gamuda nhưng giá mềm hơn nhiều so với biệt thự trong lõi.
- Tiềm năng: Đón đầu quy hoạch mở rộng đường Lĩnh Nam, Tam Trinh và các dự án lớn của Geleximco, Vinhomes. Biên tăng giá kỳ vọng 15 - 20% khi hạ tầng khớp nối.
- Dòng tiền: Phù hợp cho thuê làm văn phòng hoặc chuyên gia ở (kỳ vọng 15 - 18tr/tháng).
3. Đối tượng phù hợp:
- Gia đình có con học trường quốc tế, Chất Lượng Cao Hoàng Mai quanh Gamuda, Tiểu Học, Mầm Non Trần Phú, THPT Hoàng Văn Thụ.
- Người thích sống hưởng thụ, an ninh tốt, hàng xóm tri thức (giám đốc, công chức).
- Không phù hợp: Nhà đầu tư lướt sóng ngắn hạn hoặc người làm việc sâu trong lõi Hoàn Kiếm/Ba Đình ngại di chuyển xa.
- Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch.
- Giá bán: 9,5 tỷ (Có thương lượng).
Liên hệ xem nhà: Tuấn thổ cư - 0936 082 *** (hỗ trợ miễn phí pháp lý, quy hoạch, vay vốn 24/7).",9500000000,45.0,211111111.1111111,Hà Nội,Hoàng Mai,Nhà riêng tại đường Khuyến Lương,Phường Trần Phú,20.9714804520083,105.884570109163,,1020,1768237200000,12,1768876929796,batdongsan.com.vn
44993278,"Bán nhà Khuyến Lương, Hoàng Mai 35m2 X 5T, ngõ thông, ô tô sát nhà, full đồ, 6.7 tỷ","Thông tin mô tả
Chính chủ gửi bán nhà mới ""coong"" tại Khuyến Lương - xách vali về ở ngay.
Gia đình cần bán gấp căn nhà tâm huyết tại ngõ 22 Khuyến Lương, phường Trần Phú, Hoàng Mai. Vị trí đắc địa, ngõ thông thoáng, sát vách các khu đô thị lớn.
- Diện tích: 35m² x 5 tầng (sổ đỏ 30m²).
+ Thiết kế hiện đại:
- Tầng 1: Phòng khách sang trọng, bếp tiện nghi, WC.
- Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ rộng, WC khép kín (Đảm bảo sự riêng tư).
- Tầng 5: Phòng thờ trang nghiêm, sân phơi thoáng gió.
- Nội thất tặng kèm: Full option gồm điều hòa, giường đệm, tủ quần áo, bàn trang điểm, bình nóng lạnh... Khách mua chỉ việc dọn đồ về ở.
+ Vị trí và tiềm năng:
- Kết nối: Cách đường ô tô tránh chỉ 5m. Kết nối cực nhanh ra Vành Đai 3, cầu Thanh Trì, Tam Trinh, Lĩnh Nam.
- Tiện ích: Hưởng trọn dịch vụ từ Gamuda Gardens và Gelexia Riverside. Gần chợ, trường học các cấp và Công viên Yên Sở.
- Hạ tầng: Đón đầu dự án mở rộng đường Tam Trinh và quy hoạch đường Lĩnh Nam Biên độ tăng giá dự kiến 15 - 20% trong 2 năm tới.
+ Đánh giá khách quan:
- Ưu điểm: Nhà mới 99%, thiết kế tối ưu, ngõ thông, dân trí cao (toàn cán bộ, giảng viên).
- Nhược điểm: Giá ở mức chạm trần khu vực, trục Tam Trinh hiện tại còn hay ùn tắc giờ cao điểm. Phù hợp cho khách mua ở thực hoặc giữ tài sản dài hạn hơn là lướt sóng.
+ Pháp lý: Sổ đỏ chính chủ, vuông đẹp, sẵn sàng giao dịch. Giá bán: 6.7 tỷ (có thương lượng cho khách thiện chí).
+ Liên hệ ngay: Tuấn thổ cư - 0936 082 *** (tư vấn pháp lý, quy hoạch, hỗ trợ vay ngân hàng miễn phí 100%).",6680000000,35.0,190857142.85714287,Hà Nội,Hoàng Mai,Nhà riêng tại đường Khuyến Lương,Phường Trần Phú,20.9713923107401,105.884442404243,,1020,1767891600000,5,1768876934120,batdongsan.com.vn
44964690,Bán nhà Tam Trinh 48m2 thang máy - MT 5.2m cực hiếm - Sát Times City - 10.85 tỷ,"Thông tin mô tả
Chính chủ gửi bán căn nhà phố Tam Trinh, vị trí cực đẹp ngay sát nút giao Minh Khai - Cầu Mai Động. Nhà mới, thiết kế hiện đại, phù hợp cho gia đình ở lâu dài hoặc làm văn phòng công ty.
- Thông số chuẩn: Diện tích 43m² (sử dụng thực tế 48m²), mặt tiền rộng 5.2m (rất hiếm trong phân khúc).
+ Thiết kế 4 tầng Thang Máy:
- T1: Khu để xe, Bếp, Phòng khách, WC.
- T2: Phòng ngủ Master rộng thênh thang + Phòng thay đồ riêng.
- T3: 02 Phòng ngủ đủ đồ.
- T4: 01 Phòng ngủ, Phòng thờ, Sân cafe view thoáng.
+ Vị trí & Tiện ích: Ngõ thông bàn cờ ra Lĩnh Nam, đường trước nhà thẳng tắp. Cách mặt phố Tam Trinh chỉ 60m. Hưởng trọn tiện ích Times City, Vinmec, ĐH Kinh Tế Kỹ Thuật...
+ Điểm cộng: Dân trí cao (toàn cán bộ, giảng viên), an ninh camera 24/7. Sổ đỏ nở hậu, sẵn sàng sang tên.
+ Điểm cần lưu ý: Đường Tam Trinh đang mở rộng nên hiện tại hơi bụi và ồn vào giờ cao điểm, nhưng đây cũng là cơ hội để tăng giá mạnh khi hạ tầng hoàn thiện (dự kiến tăng 15 - 25%).
+ Giá bán: 10,85 tỷ (Có thương lượng cho khách thiện chí). Liên hệ: Tuấn Thổ Cư 0936 082 *** (Tư vấn pháp lý & xem nhà miễn phí).",10850000000,48.0,226041666.66666666,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tam Trinh,Phường Mai Động,20.9910125930712,105.863096623292,,1020,1767632400000,9,1768876936929,batdongsan.com.vn
44904663,"Bán nhà Tam Trinh, 55m2 - 5 tầng thang máy - 8 phòng - 60m ra phố - 12.86 tỷ","Thông tin mô tả
Tôi cần bán căn nhà xây mới Phố Tam Trinh, phường Yên Sở. Đây là lựa chọn phù hợp cho anh chị đang tìm kiếm một bất động sản ""vừa ở vừa kinh doanh"" hoặc giữ tiền có dòng tiền hàng tháng ổn định.
1. Thông số thực tế & thiết kế.
- Diện tích: 55m² (Sổ đỏ 51m² chính chủ, vuông vắn, nở hậu nhẹ).
- Xây dựng: 5 tầng + 1 tum (mái tôn chống nóng), xây mới 100%.
- Tiện ích nội khu: Trang bị thang máy hiện đại, êm ái.
- Bố trí công năng: Tầng 1: Phòng khách, bếp, vệ sinh.
- Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ khép kín.
- Tầng 5: 2 phòng ngủ + sân phơi.
- Tổng 8 phòng ngủ: Rất thoáng vì sau nhà có khe thoáng 50cm.
2. Vị trí & kết nối.
- Vị trí: Cách mặt phố Tam Trinh chỉ 60m. Ngõ nông, giao thông cực kỳ thuận tiện.
- Kết nối: Nằm tại trục xương sống nối Vành đai 2 và Vành đai 3. Chỉ mất 5 - 10 phút để di chuyển ra Kim Đồng, Tân Mai, Giải Phóng.
- Môi trường sống: Khu vực dân trí cao (cán bộ, giảng viên, chủ doanh nghiệp), an ninh có camera 24/24, yên tĩnh, tách biệt hoàn toàn tiếng ồn mặt phố.
3. Đánh giá khách quan (Ưu & nhược điểm).
+ Ưu điểm:
- Dòng tiền hiển hiện: Với 8 phòng khép kín, anh chị có thể tự vận hành cho thuê đạt khoảng 30 - 35 triệu/tháng.
- Tiềm năng tăng giá: Đường Tam Trinh đang trong quá trình mở rộng 40m. Khi hạ tầng hoàn thiện, giá trị đất khu vực này chắc chắn sẽ có biên độ tăng mạnh.
- Tiện ích xanh: Gần Công viên Yên Sở, Metro Hoàng Mai, không khí trong lành.
+ Nhược điểm:
Hiện tại đường Tam Trinh đang thi công nên đôi khi có bụi và mật độ giao thông giờ cao điểm hơi đông. Tuy nhiên, đây chính là ""thời điểm vàng"" để mua được giá tốt trước khi đường làm xong.
4. Pháp lý & giá bán.
- Giá bán: 12,86 tỷ (Có thương lượng cho khách thiện chí).
- Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch ngay. Hỗ trợ vay ngân hàng nếu khách có nhu cầu.
+ Liên hệ xem nhà trực tiếp: Mr. Tuấn thổ cư: 0936 082 *** (Miễn phí 100% dịch vụ: Tư vấn pháp lý, kiểm tra quy hoạch, hỗ trợ thủ tục vay vốn).",12860000000,55.0,233818181.8181818,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tam Trinh,Phường Yên Sở,20.9733181018843,105.866184695576,,1020,1768150800000,12,1768876939751,batdongsan.com.vn
44864787,"Bán tòa nhà Yên Duyên, 70/75m2, 7 tầng thang máy, 18 phòng thu 1 tỷ/năm - giá rẻ 18.65 tỷ","Thông tin mô tả
Bán tòa nhà căn hộ dịch vụ xây mới tại Yên Duyên Yên Sở Hoàng Mai, phù hợp khách mua đầu tư giữ tiền, tạo dòng tiền ổn định dài hạn.
+ Thông tin thực tế:
- Diện tích: 70/75m², mặt tiền 5.7m, đất vuông vắn.
- Kết cấu: 7 tầng có thang máy.
- Công năng: 18 căn hộ khép kín, full nội thất, máy giặt riêng từng phòng.
- Doanh thu hiện tại: ~1 tỷ/năm.
- Có hợp đồng thuê tổng ~60 triệu/tháng, bên thuê tự chịu chi phí sửa chữa trong thời gian thuê.
+ Vị trí & giao thông:
- Nhà mặt ngõ thông, ô tô VF3 qua, cách phố Yên Duyên ~50m.
- Ngõ trước nhà hơn 3m, thông nhiều hướng.
- Gần KĐT Gamuda, sát trục Tam Trinh đang mở rộng 40m, khu vực kết nối nhanh Minh Khai Vành đai 2.5 Vành đai 3.
- Bán kính 1km đầy đủ tiện ích: Chợ Yên Sở, siêu thị, trường học, bệnh viện.
- Bán kính 5km nhiều trường ĐH lớn (KTQD, Xây Dựng, Bách Khoa) nguồn khách thuê ổn định.
+ Pháp lý & an toàn:
- Sổ đỏ chính chủ, sẵn sàng giao dịch.
- Hệ thống PCCC đầy đủ, đạt tiêu chuẩn: Báo khói báo nhiệt từng phòng, sprinkler, cửa chống cháy từng tầng, lối thoát hiểm tách biệt.
+ Đánh giá thẳng thắn:
Ưu điểm.
- Nhà mới, vận hành sẵn, không cần đầu tư thêm.
- Dòng tiền rõ ràng, phù hợp giữ tài sản trong giai đoạn trung dài hạn.
- Khu vực đang hưởng lợi mạnh từ hạ tầng, tiềm năng tăng giá vốn tốt.
Nhược điểm.
- Không nằm mặt phố lớn nên không phù hợp kinh doanh bán lẻ.
- Dòng tiền tốt nhưng cần quản lý cho thuê chuyên nghiệp để tối ưu.
- Phù hợp khách đầu tư tìm tài sản dòng tiền thật, pháp lý sạch, kỳ vọng tăng giá theo hạ tầng khu Nam Hà Nội.
+ Liên hệ trực tiếp Tuấn Thổ Cư 0936 082 *** để xem nhà thực tế tư vấn trung thực hỗ trợ pháp lý đầy đủ.",18650000000,70.0,266428571.42857143,Hà Nội,Hoàng Mai,Nhà riêng tại phố Yên Duyên,Phường Yên Sở,20.9724585196081,105.868556680367,,1020,1767718800000,7,1768876942669,batdongsan.com.vn
44682510,Bán nhà Tam Trinh - Sở Thượng - 48m2 x 5 tầng - Sân riêng - Sát công viên Yên Sở - 7.15 Tỷ,"Thông tin mô tả
Nếu anh/chị đang tìm một ngôi nhà vừa đủ yên tĩnh để ở, vừa có tiềm năng tăng giá mạnh khi hạ tầng hoàn thiện, thì căn nhà tại phố Tam Trinh - Sở Thượng (Yên Sở) này là lựa chọn rất đáng cân nhắc.
1. Thông số thực tế:
- Diện tích: 48m² | Mặt tiền: 4.6m (Rất thoáng, dễ kê đồ).
- Xây dựng: 5 tầng xây mới (móng cọc bê tông, cột tường riêng biệt, cực kỳ kiên cố).
- Thiết kế: 3 phòng ngủ đầy đủ công năng, tối ưu diện tích.
- Tiện ích riêng: Có sân để xe riêng thuộc chủ quyền sổ đỏ (an toàn, sạch nhà).
2. Vị trí và Tiện ích:
- Vị trí: Ngõ thông, nông, chỉ vài chục mét ra mặt phố. Sát cạnh ""lá phổi xanh"" Công viên Yên Sở.
- Kết nối: Thuận tiện ra Vành đai 3, cao tốc Pháp Vân. Nằm trong lõi các tuyến phố trọng điểm: Tam Trinh, Lĩnh Nam, Kim Đồng, Tân Mai.
- Dân trí: Khu vực toàn cán bộ hưu trí, giảng viên, công chức. An ninh có camera 24/7, không gian sống tĩnh mịch, tách biệt khói bụi.
3. Đánh giá khách quan (Ưu & Nhược điểm):
+ Ưu điểm:
- Sổ đỏ ""hoa hậu"": Pháp lý sạch, diện tích sân riêng nằm trong sổ là điểm cộng lớn.
- Cú hích hạ tầng: Đường Tam Trinh và Lĩnh Nam đang mở rộng (dự kiến xong 2026). Đây là thời điểm ""vàng"" để mua trước khi giá bùng nổ.
- Dòng tiền: Có thể cho thuê ngay 12 - 18 triệu/tháng nếu khách chưa có nhu cầu ở.
+ Nhược điểm:
- Hiện tại trục Tam Trinh đang thi công nên giờ cao điểm có thể hơi bụi và ùn tắc cục bộ. Tuy nhiên, khi hoàn thiện (mặt cắt 40m), giá trị nhà sẽ khác hẳn hiện tại.
4. Giá bán và Liên hệ:
- Giá: 7.15 tỷ (Có thương lượng cho khách thiện chí).
- Liên hệ: Em Tuấn Thổ Cư - 0936 082 *** (Xem nhà trực tiếp và tư vấn pháp lý/quy hoạch miễn phí 100%).",7150000000,48.0,148958333.33333334,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tam Trinh,Phường Yên Sở,20.9735545393991,105.866302011021,,1020,1768410000000,8,1768876945602,batdongsan.com.vn
44752005,Bán căn hộ chung cư Vimeco Tú Mỡ 136m2. Giá 10.850 tỷ,"Thông tin mô tả
Bán căn hộ chung cư Vimeco Tú Mỡ 136m². Giá 10.850 tỷ.
Nhà như ảnh đăng, full nội thất. Gồm 2 ngủ và 1 phòng để đồ, 2 WC. Căn góc 2 ban công.
Có slot ô tô.
Sổ đỏ chính chủ. Liên hệ 0963 417 *** để xem nhà.",10850000000,136.0,79779411.76470588,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Vimeco Phạm Hùng,Đường Tú Mỡ,21.008565267205164,105.78991080138731,,1010,1768410000000,3,1768876948978,batdongsan.com.vn
